IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,11425,4698,17448,24222,1627.5
1,11425,4698,17414,24217,1627.50056244375
2,11425,4698,17380,24212,1627.5011248875
3,11425,4698,17346,24207,1627.50168733125
4,11425,4698,17312,24203,1627.502249775
5,11425,4698,17278,24198,1627.50281221875
6,11425,4698,17244,24193,1627.5033746625
7,11425,4698,17210,24188,1627.50393710625
8,11425,4698,17176,24183,1627.5045
9,11425,4698,17147,24180,1627.50506244375
10,11425,4698,17119,24177,1627.5056248875
11,11425,4698,17090,24174,1627.50618733125
12,11425,4698,17061,24172,1627.5067497750001
13,11425,4698,17032,24169,1627.50731221875
14,11425,4698,17004,24166,1627.5078746625
15,11425,4698,16975,24163,1627.50843710625
16,11425,4698,16946,24160,1627.509
17,11425,4698,16916,24155,1627.50956244375
18,11425,4698,16886,24151,1627.5101248875
19,11425,4698,16856,24146,1627.51068733125
20,11425,4698,16826,24142,1627.5112497750001
21,11425,4698,16796,24137,1627.51181221875
22,11425,4698,16766,24132,1627.5123746625
23,11425,4698,16736,24128,1627.51293710625
24,11425,4698,16706,24123,1627.5135
25,11425,4698,16672,24115,1627.51406244375
26,11425,4698,16638,24107,1627.5146248875
27,11425,4698,16603,24099,1627.51518733125
28,11425,4698,16569,24091,1627.5157497750001
29,11425,4698,16535,24083,1627.51631221875
30,11425,4698,16501,24075,1627.5168746625
31,11425,4698,16466,24067,1627.51743710625
32,11425,4698,16432,24059,1627.518
33,11425,4698,16406,24057,1627.51856244375
34,11425,4698,16381,24056,1627.5191248875
35,11425,4698,16355,24054,1627.51968733125
36,11425,4698,16329,24053,1627.5202497750001
37,11425,4698,16303,24051,1627.52081221875
38,11425,4698,16278,24049,1627.5213746625
39,11425,4698,16252,24048,1627.52193710625
40,11425,4698,16226,24046,1627.5225
41,11425,4698,16196,24043,1627.52306244375
42,11425,4698,16166,24041,1627.5236248875
43,11425,4698,16136,24038,1627.52418733125
44,11425,4698,16106,24035,1627.5247497750001
45,11425,4698,16076,24032,1627.52531221875
46,11425,4698,16046,24030,1627.5258746625
47,11425,4698,16016,24027,1627.5264371062501
48,11425,4698,15986,24024,1627.527
49,11425,4698,15957,24020,1627.52756244375
50,11425,4698,15928,24016,1627.5281248875
