IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,33655,34635,2512,29278,1641.0
1,33655,34635,2512,29278,1641.0011248875
2,33655,34635,2512,29278,1641.002249775
3,33655,34635,2512,29278,1641.0033746625
4,33097,33990,10192,31645,1641.0045
5,33097,33990,10156,31645,1641.0056248875
6,33097,33990,10120,31645,1641.0067497750001
7,33097,33990,10084,31645,1641.0078746625
8,33097,33990,10049,31581,1641.009
9,33097,33990,10013,31571,1641.01012494375
10,33097,33990,9977,31562,1641.0112498875
11,33097,33990,9941,31552,1641.01237483125
12,33097,33990,9906,31542,1641.0134997750001
13,33097,33990,9870,31532,1641.01462471875
14,33097,33990,9834,31523,1641.0157496625
15,33097,33990,9798,31513,1641.01687460625
16,33097,33990,9746,31469,1641.018
17,33097,33990,9712,31454,1641.01912494375
18,33097,33990,9677,31439,1641.0202498875
19,33097,33990,9643,31424,1641.0213748312501
20,33097,33990,9608,31409,1641.0224997750001
21,33097,33990,9574,31394,1641.02362471875
22,33097,33990,9539,31379,1641.0247496625
23,33097,33990,9505,31364,1641.02587460625
24,33097,33990,9450,31322,1641.027
25,33097,33990,9415,31322,1641.0281248875
26,33097,33990,9380,31322,1641.0292497750002
27,33097,33990,9345,31322,1641.0303746625
28,33097,33990,9311,31227,1641.0315
29,33097,33990,9276,31227,1641.0326248875
30,33097,33990,9241,31227,1641.0337497750002
31,33097,33990,9206,31227,1641.0348746625
32,33097,33990,9172,31142,1641.036
33,33097,33990,9137,31142,1641.0371248875
34,33097,33990,9102,31142,1641.0382497750002
35,33097,33990,9067,31142,1641.0393746625
36,33097,33990,9008,31035,1641.0405
37,33097,33990,8977,31035,1641.0416248875001
38,33097,33990,8945,31035,1641.0427497750002
39,33097,33990,8913,31035,1641.0438746625
40,33097,33990,8881,30971,1641.045
41,33097,33990,8850,30959,1641.046124971875
42,33097,33990,8818,30946,1641.04724994375
43,33097,33990,8786,30933,1641.0483749156251
44,33097,33990,8754,30920,1641.0494998875001
45,33097,33990,8723,30908,1641.0506248593751
46,33097,33990,8691,30895,1641.0517498312502
47,33097,33990,8659,30882,1641.0528748031252
48,32539,33345,9277,30870,1641.0539997750002
49,32539,33345,9243,30857,1641.055124746875
50,32539,33345,9209,30844,1641.05624971875
51,32539,33345,9176,30832,1641.057374690625
52,32539,33345,9142,30819,1641.0584996625
53,32539,33345,9109,30806,1641.059624634375
54,32539,33345,9075,30793,1641.06074960625
55,32539,33345,9042,30781,1641.061874578125
56,32539,33345,9008,30731,1641.063
57,32539,33345,8975,30718,1641.0641249437501
58,32539,33345,8941,30705,1641.0652498875002
59,32539,33345,8908,30692,1641.0663748312502
60,32539,33345,8874,30679,1641.0674997750002
61,32539,33345,8841,30666,1641.06862471875
62,32539,33345,8807,30653,1641.0697496625
63,32539,33345,8774,30640,1641.07087460625
64,32539,33345,8740,30616,1641.072
65,32539,33345,8706,30616,1641.0731248875
66,32539,33345,8673,30616,1641.0742497749998
67,32539,33345,8639,30616,1641.0753746624998
68,32539,33345,8606,30555,1641.0765
69,32539,33345,8572,30555,1641.0776248875
70,32539,33345,8539,30555,1641.0787497749998
71,32539,33345,8505,30555,1641.0798746624998
72,32539,33345,8472,30487,1641.081
73,32539,33345,8438,30473,1641.0821249624998
74,32539,33345,8405,30459,1641.083249925
75,32539,33345,8371,30444,1641.0843748875
76,32539,33345,8338,30430,1641.08549985
77,32539,33345,8304,30416,1641.0866248124998
78,32539,33345,8270,30402,1641.0877497749998
79,32539,33345,8237,30387,1641.0888747375
80,32539,33345,8203,30373,1641.0899997
81,32539,33345,8170,30359,1641.0911246624999
82,32539,33345,8136,30345,1641.092249625
83,32539,33345,8103,30330,1641.0933745875
84,32539,33345,8069,30303,1641.0945
