IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,7312,7984,9170,19366,1650.9
1,7138,7776,9682,19515,1650.9045
2,7138,7776,9522,19453,1650.909
3,7138,7776,9426,19430,1650.9135
4,7138,7776,9282,19374,1650.918
5,7138,7776,9136,19313,1650.9225
6,7138,7776,8992,19259,1650.927
7,7138,7776,8850,19221,1650.9315
8,7138,7776,8706,19163,1650.936
9,7138,7776,8552,19132,1650.9405
10,7138,7776,8408,19094,1650.945
11,7138,7776,8274,19055,1650.9495
12,7138,7776,8130,19004,1650.954
13,7138,7776,7984,18964,1650.9585
14,6964,7568,8482,19159,1650.963
15,6964,7568,8370,19134,1650.9675
16,6964,7568,8242,19117,1650.972
17,6964,7568,8112,19086,1650.9765
18,6964,7568,7968,19047,1650.981
19,6964,7568,7842,19020,1650.9855
20,6964,7568,7714,18987,1650.99
21,6964,7568,7560,18943,1650.9945
