IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,6307,2178,6032,19255,1634.475
1,6307,2178,5938,19247,1634.4795
2,6307,2178,5826,19213,1634.484
3,6307,2178,5720,19189,1634.4885
4,6307,2178,5608,19163,1634.493
5,6307,2178,5506,19142,1634.4975
6,6307,2178,5410,19130,1634.502
7,6307,2178,5296,19100,1634.5065
8,6307,2178,5200,19068,1634.511
9,43724,38310,8610,36128,1634.5155
10,43724,38310,8466,36079,1634.52
11,43724,38310,8338,36027,1634.5245
12,43724,38310,8162,35951,1634.529
13,43724,38310,8016,35902,1634.5335
14,43724,38310,7888,35852,1634.538
15,43724,38310,7794,35815,1634.5425
16,43724,38310,7666,35735,1634.547
17,43724,38310,7544,35663,1634.5515
18,43724,38310,7416,35581,1634.556
