IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,11425,4698,17448,24222,1627.5
1,11425,4698,17418,24218,1627.50049995
2,11425,4698,17388,24213,1627.5009999
3,11425,4698,17357,24209,1627.50149985
4,11425,4698,17327,24205,1627.5019998
5,11425,4698,17297,24200,1627.50249975
6,11425,4698,17267,24196,1627.5029997
7,11425,4698,17236,24192,1627.50349965
8,11425,4698,17206,24187,1627.5039996
9,11425,4698,17176,24183,1627.5045
10,11425,4698,17150,24180,1627.50499995
11,11425,4698,17125,24178,1627.5054999
12,11425,4698,17099,24175,1627.50599985
13,11425,4698,17074,24173,1627.5064998
14,11425,4698,17048,24170,1627.50699975
15,11425,4698,17023,24168,1627.5074997
16,11425,4698,16997,24165,1627.50799965
17,11425,4698,16972,24163,1627.5084996
18,11425,4698,16946,24160,1627.509
19,11425,4698,16919,24156,1627.50949995
20,11425,4698,16893,24152,1627.5099999
21,11425,4698,16866,24148,1627.51049985
22,11425,4698,16839,24144,1627.5109998
23,11425,4698,16813,24139,1627.51149975
24,11425,4698,16786,24135,1627.5119997
25,11425,4698,16759,24131,1627.51249965
26,11425,4698,16733,24127,1627.5129996
27,11425,4698,16706,24123,1627.5135
28,11425,4698,16676,24116,1627.51399995
29,11425,4698,16645,24109,1627.5144999
30,11425,4698,16615,24102,1627.51499985
31,11425,4698,16584,24095,1627.5154998
32,11425,4698,16554,24087,1627.51599975
33,11425,4698,16523,24080,1627.5164997
34,11425,4698,16493,24073,1627.5169996500001
35,11425,4698,16462,24066,1627.5174996
36,11425,4698,16432,24059,1627.518
37,11425,4698,16409,24058,1627.51849995
38,11425,4698,16386,24056,1627.5189999
39,11425,4698,16363,24055,1627.51949985
40,11425,4698,16340,24053,1627.5199998
41,11425,4698,16318,24052,1627.52049975
42,11425,4698,16295,24050,1627.5209997
43,11425,4698,16272,24049,1627.5214996500001
44,11425,4698,16249,24047,1627.5219996
45,11425,4698,16226,24046,1627.5225
46,11425,4698,16199,24044,1627.52299995
47,11425,4698,16173,24041,1627.5234999
48,11425,4698,16146,24039,1627.52399985
49,11425,4698,16119,24036,1627.5244998
50,11425,4698,16093,24034,1627.52499975
51,11425,4698,16066,24031,1627.5254997
52,11425,4698,16039,24029,1627.5259996500001
53,11425,4698,16013,24026,1627.5264996
54,11425,4698,15986,24024,1627.527
55,11425,4698,15960,24020,1627.52749995
56,11425,4698,15934,24016,1627.5279999
57,11425,4698,15908,24013,1627.5284998500001
58,11425,4698,15882,24009,1627.5289998
59,11425,4698,15856,24005,1627.52949975
60,11425,4698,15830,24001,1627.5299997
61,11425,4698,15804,23998,1627.5304996500001
62,11425,4698,15778,23994,1627.5309996
63,11425,4698,15752,23990,1627.5315
64,11425,4698,15726,23989,1627.53199995
65,11425,4698,15701,23988,1627.5324999
66,11425,4698,15675,23987,1627.5329998500001
67,11425,4698,15650,23986,1627.5334998
68,11425,4698,15624,23986,1627.53399975
69,11425,4698,15599,23985,1627.5344997
70,11425,4698,15573,23984,1627.5349996500001
71,11425,4698,15548,23983,1627.5354996
72,11425,4698,15522,23982,1627.536
73,11425,4698,15494,23977,1627.53649995
74,11425,4698,15465,23971,1627.5369999
75,11425,4698,15437,23966,1627.5374998500001
76,11425,4698,15408,23961,1627.5379998
77,11425,4698,15380,23955,1627.53849975
78,11425,4698,15351,23950,1627.5389997
79,11425,4698,15323,23945,1627.5394996500002
80,11425,4698,15294,23939,1627.5399996
81,11425,4698,15266,23934,1627.5405
82,11425,4698,15241,23930,1627.54099995
83,11425,4698,15216,23926,1627.5414999
84,11425,4698,15191,23922,1627.5419998500001
85,11425,4698,15166,23918,1627.5424998
86,11425,4698,15140,23914,1627.54299975
87,11425,4698,15115,23910,1627.5434997
88,11425,4698,15090,23906,1627.5439996500002
89,11425,4698,15065,23902,1627.5444996
90,11425,4698,15040,23898,1627.545
91,11425,4698,15017,23894,1627.54549995
92,11425,4698,14994,23890,1627.5459999
93,11425,4698,14971,23886,1627.5464998500001
94,11425,4698,14948,23882,1627.5469998
95,11425,4698,14926,23879,1627.54749975
96,11425,4698,14903,23875,1627.5479997
97,11425,4698,14880,23871,1627.5484996500002
98,11425,4698,14857,23867,1627.5489996000001
99,11425,4698,14834,23863,1627.5495
100,11425,4698,14806,23857,1627.54999995
101,11425,4698,14777,23850,1627.5504999
102,11425,4698,14749,23844,1627.5509998500002
103,11425,4698,14720,23838,1627.5514998
104,11425,4698,14692,23831,1627.55199975
105,11425,4698,14663,23825,1627.5524997
106,11425,4698,14635,23819,1627.5529996500002
107,11425,4698,14606,23812,1627.5534996000001
108,11425,4698,14578,23806,1627.554
109,11400,4678,14672,23834,1627.55449995
110,11374,4658,14766,23862,1627.5549999
111,11349,4638,14861,23889,1627.5554998500002
112,11323,4618,14955,23917,1627.5559998
113,11298,4599,15049,23945,1627.55649975
114,11272,4579,15143,23973,1627.5569997
115,11247,4559,15237,24000,1627.5574996500002
116,11221,4539,15332,24028,1627.5579996000001
117,11196,4519,15426,24056,1627.5585
118,11196,4519,15405,24052,1627.55899995
119,11196,4519,15383,24048,1627.5594999
120,11196,4519,15362,24045,1627.5599998500002
121,11196,4519,15341,24041,1627.5604998000001
122,11196,4519,15319,24037,1627.56099975
123,11196,4519,15298,24033,1627.5614997
124,11196,4519,15277,24030,1627.5619996500002
125,11196,4519,15255,24026,1627.5624996000001
126,11196,4519,15234,24022,1627.563
127,11196,4519,15216,24019,1627.56349995
128,11196,4519,15198,24016,1627.5639999
129,11196,4519,15181,24013,1627.5644998500002
130,11196,4519,15163,24010,1627.5649998000001
131,11196,4519,15145,24008,1627.56549975
132,11196,4519,15127,24005,1627.5659997
133,11196,4519,15110,24002,1627.5664996500002
134,11196,4519,15092,23999,1627.5669996000001
135,11196,4519,15074,23996,1627.5675
136,11196,4519,15047,23989,1627.56799995
137,11196,4519,15021,23982,1627.5684999
138,11196,4519,14994,23974,1627.5689998500002
139,11196,4519,14967,23967,1627.5694998000001
140,11196,4519,14941,23960,1627.56999975
141,11196,4519,14914,23953,1627.5704997
142,11196,4519,14887,23945,1627.5709996500002
143,11196,4519,14861,23938,1627.5714996000002
144,11196,4519,14834,23931,1627.572
145,11196,4519,14813,23926,1627.5724999499998
146,11196,4519,14791,23921,1627.5729998999998
147,11196,4519,14770,23915,1627.57349985
148,11196,4519,14749,23910,1627.5739998
149,11196,4519,14727,23905,1627.5744997499999
150,11196,4519,14706,23900,1627.5749996999998
151,11196,4519,14685,23894,1627.57549965
152,11196,4519,14663,23889,1627.5759996
153,11196,4519,14642,23884,1627.5765
154,11196,4519,14618,23875,1627.5769999499998
155,11196,4519,14594,23866,1627.5774998999998
156,11196,4519,14569,23857,1627.57799985
157,11196,4519,14545,23848,1627.5784998
158,11196,4519,14521,23840,1627.5789997499999
159,11196,4519,14497,23831,1627.5794996999998
160,11196,4519,14472,23822,1627.57999965
161,11196,4519,14448,23813,1627.5804996
162,11196,4519,14424,23804,1627.581
163,11196,4519,14402,23800,1627.5814999499999
164,11196,4519,14380,23796,1627.5819998999998
165,11196,4519,14358,23792,1627.58249985
166,11196,4519,14336,23788,1627.5829998
167,11196,4519,14314,23785,1627.5834997499999
168,11196,4519,14292,23781,1627.5839996999998
169,11196,4519,14270,23777,1627.58449965
170,11196,4519,14248,23773,1627.5849996
171,11196,4519,14226,23769,1627.5855
172,11196,4519,14201,23764,1627.5859999499999
173,11196,4519,14176,23759,1627.5864998999998
174,11196,4519,14151,23754,1627.58699985
175,11196,4519,14126,23749,1627.5874998
176,11196,4519,14102,23744,1627.5879997499999
177,11196,4519,14077,23739,1627.5884996999998
178,11196,4519,14052,23734,1627.58899965
179,11196,4519,14027,23729,1627.5894996
180,11196,4519,14002,23724,1627.59
181,11196,4519,13977,23717,1627.5904999499999
182,11196,4519,13952,23710,1627.5909998999998
183,11196,4519,13927,23704,1627.59149985
184,11196,4519,13902,23697,1627.5919998
185,11196,4519,13876,23690,1627.59249975
186,11196,4519,13851,23683,1627.5929996999998
187,11196,4519,13826,23677,1627.59349965
188,11196,4519,13801,23670,1627.5939996
189,11196,4519,13776,23663,1627.5945
190,11196,4519,13755,23657,1627.5949999499999
191,11196,4519,13733,23651,1627.5954998999998
192,11196,4519,13712,23644,1627.59599985
193,11196,4519,13691,23638,1627.5964998
194,11196,4519,13669,23632,1627.59699975
195,11196,4519,13648,23626,1627.5974996999998
196,11196,4519,13627,23619,1627.59799965
197,11196,4519,13605,23613,1627.5984996
198,11196,4519,13584,23607,1627.599
199,11196,4519,13559,23600,1627.5994999499999
200,11196,4519,13535,23593,1627.5999998999998
201,11196,4519,13510,23586,1627.60049985
202,11196,4519,13485,23579,1627.6009998
203,11196,4519,13461,23572,1627.60149975
204,11196,4519,13436,23565,1627.6019996999999
205,11196,4519,13411,23558,1627.60249965
206,11196,4519,13387,23551,1627.6029996
207,11196,4519,13362,23544,1627.6035
208,11196,4519,13340,23538,1627.60399995
209,11196,4519,13317,23531,1627.6044998999998
210,11196,4519,13295,23525,1627.60499985
211,11196,4519,13272,23519,1627.6054998
212,11196,4519,13250,23512,1627.60599975
213,11196,4519,13227,23506,1627.6064996999999
214,11196,4519,13205,23500,1627.60699965
215,11196,4519,13182,23493,1627.6074996
216,11196,4519,13160,23487,1627.608
217,11196,4519,13139,23482,1627.60849995
218,11196,4519,13117,23478,1627.6089998999998
219,11196,4519,13096,23473,1627.60949985
220,11196,4519,13075,23469,1627.6099998
221,11196,4519,13053,23464,1627.61049975
222,11196,4519,13032,23460,1627.6109996999999
223,11196,4519,13011,23455,1627.61149965
224,11196,4519,12989,23451,1627.6119996
225,11196,4519,12968,23446,1627.6125
226,11196,4519,12946,23441,1627.61299995
227,11196,4519,12924,23436,1627.6134998999999
228,11196,4519,12902,23432,1627.61399985
229,11196,4519,12880,23427,1627.6144998
230,11196,4519,12858,23422,1627.61499975
231,11196,4519,12836,23417,1627.6154996999999
232,11196,4519,12814,23413,1627.61599965
233,11196,4519,12792,23408,1627.6164996
234,11196,4519,12770,23403,1627.617
235,11173,4505,12836,23426,1627.61749995
236,11150,4491,12902,23448,1627.6179998999999
237,11127,4477,12967,23471,1627.61849985
238,11104,4463,13033,23493,1627.6189998
239,11082,4448,13099,23516,1627.61949975
240,11059,4434,13165,23538,1627.6199996999999
