IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,7312,7984,9170,19366,1650.9
1,7138,7776,9682,19515,1650.9045
2,7138,7776,9522,19453,1650.909
3,7138,7776,9426,19430,1650.9135
4,7138,7776,9282,19374,1650.918
5,7138,7776,9136,19313,1650.9225
6,7138,7776,8992,19259,1650.927
7,7138,7776,8850,19221,1650.9315
8,7138,7776,8706,19163,1650.936
9,7138,7776,8552,19132,1650.9405
10,7138,7776,8408,19094,1650.945
11,7138,7776,8274,19055,1650.9495
12,7138,7776,8130,19004,1650.954
13,7138,7776,7984,18964,1650.9585
14,6964,7568,8482,19159,1650.963
15,6964,7568,8370,19134,1650.9675
16,6964,7568,8242,19117,1650.972
17,6964,7568,8112,19086,1650.9765
18,6964,7568,7968,19047,1650.981
19,6964,7568,7842,19020,1650.9855
20,6964,7568,7714,18987,1650.99
21,6964,7568,7560,18943,1650.9945
22,6964,7568,7432,18926,1650.999
23,6964,7568,7314,18908,1651.0035
24,6964,7568,7186,18872,1651.008
25,6964,7568,7056,18827,1651.0125
26,6964,7568,6928,18792,1651.017
27,6790,7360,7344,18935,1651.0215
28,6790,7360,7232,18895,1651.026
29,6790,7360,7152,18871,1651.0305
30,6790,7360,7024,18824,1651.035
31,6790,7360,6914,18780,1651.0395
32,6790,7360,6786,18732,1651.044
33,6790,7360,6664,18675,1651.0485
34,6790,7360,6552,18646,1651.053
35,6790,7360,6434,18614,1651.0575
36,6790,7360,6322,18575,1651.062
37,6790,7360,6192,18519,1651.0665
38,6790,7360,6080,18468,1651.071
39,6616,7152,6480,18631,1651.0755
40,6616,7152,6368,18591,1651.08
41,6616,7152,6272,18557,1651.0845
42,6616,7152,6176,18542,1651.089
43,6616,7152,6064,18523,1651.0935
