IDX,FM DAC,BM DAC,PH DAC,SOA DAC,WL Target
0,34655,24588,5842,31518,1629.75
1,34655,24588,5736,31462,1629.7545
2,34655,24588,5640,31415,1629.759
3,34003,24069,6066,31536,1629.7635
4,34003,24069,5986,31483,1629.768
5,34003,24069,5890,31438,1629.7725
6,34003,24069,5800,31410,1629.777
7,34003,24069,5688,31350,1629.7815
8,34003,24069,5592,31309,1629.786
9,34003,24069,5490,31261,1629.7905
10,34003,24069,5394,31215,1629.795
11,34003,24069,5296,31167,1629.7995
12,34003,24069,5200,31126,1629.804
13,34003,24069,5106,31079,1629.8085
14,34003,24069,5026,31035,1629.813
15,34003,24069,4920,30966,1629.8175
16,34003,24069,4840,30926,1629.822
17,33347,23547,5202,30970,1629.8265
18,33347,23547,5138,30927,1629.831
19,33347,23547,5058,30869,1629.8355
20,33347,23547,4968,30781,1629.84
21,33347,23547,4872,30679,1629.8445
22,33347,23547,4786,30606,1629.849
23,33347,23547,4706,30534,1629.8535
24,33347,23547,4610,30446,1629.858
25,33347,23547,4528,30394,1629.8625
26,33347,23547,4448,30319,1629.867
27,33347,23547,4370,30263,1629.8715
28,33347,23547,4290,30186,1629.876
29,33347,23547,4200,30124,1629.8805
30,33347,23547,4104,30046,1629.885
31,33347,23547,4040,30030,1629.8895
32,32867,23202,4264,30062,1629.894
33,32867,23202,4200,30014,1629.8985
34,32867,23202,4104,29940,1629.903
35,32867,23202,4034,29917,1629.9075
36,32867,23202,3954,29887,1629.912
37,32867,23202,3890,29883,1629.9165
38,32867,23202,3808,29853,1629.921
39,32867,23202,3728,29838,1629.9255
40,32867,23202,3650,29820,1629.93
41,32867,23202,3570,29808,1629.9345
42,32387,22857,3778,29880,1629.939
43,32387,22857,3698,29875,1629.9435
44,32387,22857,3650,29862,1629.948
45,32387,22857,3570,29822,1629.9525
46,32387,22857,3496,29791,1629.957
47,32387,22857,3416,29755,1629.9615
48,32387,22857,3352,29735,1629.966
49,32387,22857,3282,29727,1629.9705
50,32387,22857,3202,29694,1629.975
51,32387,22857,3120,29671,1629.9795
52,32387,22857,3056,29631,1629.984
53,31907,22512,3248,29624,1629.9885
54,31907,22512,3184,29581,1629.993
55,31907,22512,3120,29543,1629.9975
56,31907,22512,3056,29499,1630.002
57,31907,22512,2994,29486,1630.0065
58,31907,22512,2914,29432,1630.011
59,31907,22512,2856,29398,1630.0155
60,31907,22512,2776,29341,1630.02
61,31907,22512,2706,29308,1630.0245
62,31907,22512,2642,29292,1630.029
63,31907,22512,2578,29268,1630.0335
64,31427,22167,2770,29311,1630.038
65,31427,22167,2722,29294,1630.0425
66,31427,22167,2658,29259,1630.047
67,31427,22167,2594,29222,1630.0515
68,31427,22167,2512,29179,1630.056
69,30947,21822,9954,31199,1630.0605
70,30947,21822,9810,31187,1630.065
71,30947,21822,9656,31149,1630.0695
72,30947,21822,9512,31111,1630.074
73,30947,21822,9362,31086,1630.0785
74,30947,21822,9202,31038,1630.083
75,30947,21822,9072,31007,1630.0875
76,30947,21822,8912,30973,1630.092
77,30947,21822,8786,30959,1630.0965
78,30947,21822,8642,30911,1630.101
79,30947,21822,8504,30871,1630.1055
80,30467,21477,8936,30895,1630.11
81,30467,21477,8776,30815,1630.1145
82,30467,21477,8680,30772,1630.119
83,30467,21477,8552,30712,1630.1235
