IDX,Voltage 1,Voltage 2,Target Wl
0,0.9959225654602051,0.9413432478904724,1627.5
1,0.9479684829711914,1.0722705125808716,1627.5045
2,1.040090799331665,1.0703775882720947,1627.509
3,0.964689314365387,1.0350430011749268,1627.5135
4,1.0069646835327148,0.9959225654602051,1627.518
5,1.0205305814743042,1.0120124816894531,1627.5225
6,0.9634273648262024,0.9754158854484558,1627.527
7,1.0691156387329102,1.0318881273269653,1627.5315
8,0.9574331045150757,0.980148196220398,1627.536
9,1.0539722442626953,1.062490463256836,1627.5405
10,0.9391348361968994,0.9410277605056763,1627.545
11,0.9687906503677368,0.9217830300331116,1627.5495
12,0.9183126091957092,1.0785802602767944,1627.554
13,0.9362954497337341,0.9334560632705688,1627.5585
14,0.9378728866577148,0.984565019607544,1627.563
15,0.9561711549758911,0.9416587352752686,1627.5675
16,0.9312476515769958,0.9921367168426514,1627.572
17,1.0157983303070068,1.0063337087631226,1627.5765
18,1.0643833875656128,0.8776147365570068,1627.581
19,1.0883604288101196,0.9867734313011169,1627.5855
20,0.9331405758857727,0.9978154897689819,1627.59
21,0.9637428522109985,1.1391538381576538,1627.5945
22,1.0120124816894531,1.0016013383865356,1627.599
23,0.9946606159210205,1.0322036743164062,1627.6035
24,0.9517543315887451,0.9407122731208801,1627.608
25,1.0217925310134888,1.0025478601455688,1627.6125
26,0.9883508682250977,1.0514483451843262,1627.617
27,1.0221080780029297,1.0388288497924805,1627.6215
28,0.9555401802062988,0.9640583395957947,1627.626
29,1.0088576078414917,1.002232313156128,1627.6305
30,1.0426146984100342,0.9473375082015991,1627.635
31,1.056180715560913,1.0129588842391968,1627.6395
32,0.9886663556098938,0.9388193488121033,1627.644
33,0.9479684829711914,0.8075765371322632,1627.6485
34,0.9208365678787231,0.9637428522109985,1627.653
35,0.8700430393218994,0.8637332916259766,1627.6575
36,0.9741539359092712,0.9949761033058167,1627.662
37,0.908847987651825,1.0148518085479736,1627.6665
38,0.911056399345398,0.9971845149993896,1627.671
39,0.8940200805664062,0.9287237524986267,1627.6755
40,0.9280927777290344,1.0426146984100342,1627.68
41,1.0025478601455688,0.9798327088356018,1627.6845
42,0.920521080493927,0.9463910460472107,1627.689
43,0.9334560632705688,1.0618594884872437,1627.6935
44,0.9795172214508057,1.0546032190322876,1627.698
45,0.9400812983512878,0.929354727268219,1627.7025
46,1.01106595993042,1.0508173704147339,1627.707
47,0.8949665427207947,0.9725764989852905,1627.7115
48,0.8744598627090454,0.9530162811279297,1627.716
49,1.0031788349151611,0.8586854934692383,1627.7205
50,0.9851959943771362,0.971314549446106,1627.725
51,1.047347068786621,1.1183316707611084,1627.7295
52,0.9952915906906128,1.0113815069198608,1627.734
53,0.862471342086792,1.0776338577270508,1627.7385
54,0.929354727268219,1.03598952293396,1627.743
55,0.9889818429946899,0.935979962348938,1627.7475
56,0.9826720952987671,1.0706931352615356,1627.752
57,0.9176816344261169,0.9485994577407837,1627.7565
58,0.9120028614997864,1.1599760055541992,1627.761
59,0.9372419118881226,1.0192686319351196,1627.7655
60,0.9612189531326294,1.0063337087631226,1627.77
61,0.9842495322227478,1.024316430091858,1627.7745
62,0.9116873741149902,1.022423505783081,1627.779
63,0.9820411205291748,0.929354727268219,1627.7835
64,0.9892973303794861,0.9435516595840454,1627.788
65,0.9104254245758057,1.0984560251235962,1627.7925
66,1.0123279094696045,0.9583795666694641,1627.797
67,0.9063240885734558,0.9851959943771362,1627.8015
68,0.9072705507278442,0.9817256331443787,1627.806
69,1.062490463256836,0.9949761033058167,1627.8105
70,0.9328250885009766,0.9517543315887451,1627.815
71,0.920521080493927,0.8687810897827148,1627.8195
72,1.0088576078414917,0.9041156768798828,1627.824
73,0.9129493236541748,0.9874044060707092,1627.8285
74,1.0053871870040894,0.8766682744026184,1627.833
75,1.026840329170227,0.9097944498062134,1627.8375
76,0.8914961814880371,0.9422897100448608,1627.842
77,1.0744789838790894,0.7608844041824341,1627.8465
78,0.9792017340660095,0.849220871925354,1627.851
79,0.9552246928215027,1.0006548166275024,1627.8555
80,1.0060181617736816,0.9700525999069214,1627.86
81,1.0148518085479736,0.9766778349876404,1627.8645
82,0.9728919863700867,0.9467065334320068,1627.869
83,1.027155876159668,1.013589859008789,1627.8735
84,0.9189435839653015,0.984565019607544,1627.878
85,0.9880353808403015,0.8451195359230042,1627.8825
86,1.0085420608520508,0.9375573992729187,1627.887
87,0.9725764989852905,1.087098479270935,1627.8915
88,0.8703585267066956,0.9388193488121033,1627.896
89,0.9738384485244751,1.0413527488708496,1627.9005
90,1.0157983303070068,0.9997084140777588,1627.905
91,0.9189435839653015,0.9609034657478333,1627.9095
92,1.0823661088943481,0.9817256331443787,1627.914
93,0.938188374042511,0.9167351722717285,1627.9185
94,0.8605784177780151,1.0451385974884033,1627.923
95,1.0262093544006348,0.9549092054367065,1627.9275
96,0.8940200805664062,0.8873948454856873,1627.932
97,0.9561711549758911,0.9243069291114807,1627.9365
98,1.0640678405761719,0.9694216251373291,1627.941
99,1.0034942626953125,0.9220985174179077,1627.9455
100,1.0372514724731445,0.9877198934555054,1627.95
101,0.9937141537666321,0.9656357765197754,1627.9545
102,1.0501863956451416,1.0514483451843262,1627.959
103,0.9640583395957947,0.9785707592964172,1627.9635
104,1.0113815069198608,0.9593260288238525,1627.968
105,1.0233700275421143,0.9362954497337341,1627.9725
106,0.9435516595840454,1.0602819919586182,1627.977
107,1.0381978750228882,0.9549092054367065,1627.9815
108,0.9987619519233704,0.8921271562576294,1627.986
109,1.0896223783493042,0.9697371125221252,1627.9905
110,1.0527102947235107,0.9697371125221252,1627.995
111,1.066591739654541,0.8485898971557617,1627.9995
112,1.0855209827423096,0.8937045931816101,1628.004
113,0.9173661470413208,0.9769933223724365,1628.0085
114,0.8962284922599792,1.0145363807678223,1628.013
115,0.9596415162086487,0.9782552719116211,1628.0175
116,0.8993833661079407,0.9851959943771362,1628.022
